arquivo,data,num_projetado,status
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1839\BOLETIM_RADIO_TJRN_09_03_2026_B7_TJRN_MUTIRAO_CONCILIACAO__CABECA.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1839\BOLETIM_RADIO_TJRN_09_03_2026_B7_TJRN_MUTIRAO_CONCILIACAO__CORPO.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1840\BOLETIM_RADIO_TJRN_09_03_2026_B1_DESCREDENCIAMENTO_PLANO_SAUDE_CABECA.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1840\BOLETIM_RADIO_TJRN_09_03_2026_B1_DESCREDENCIAMENTO_PLANO_SAUDE_CORPO.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1840\BOLETIM_RADIO_TJRN_09_03_2026_B2_INDENIZACAO_FAMILIA_MORTE_IDOSA_CABECA.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1840\BOLETIM_RADIO_TJRN_09_03_2026_B2_INDENIZACAO_FAMILIA_MORTE_IDOSA_CORPO.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1840\BOLETIM_RADIO_TJRN_09_03_2026_B3_CIRURGIA_GLAUCOMA_AVANCADO_CABECA.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1840\BOLETIM_RADIO_TJRN_09_03_2026_B3_CIRURGIA_GLAUCOMA_AVANCADO_CORPO.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1840\BOLETIM_RADIO_TJRN_09_03_2026_B9_TJRN_EMPRESAS_CONDENADAS_RESTITUIR_VALORES_CABECA.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1840\BOLETIM_RADIO_TJRN_09_03_2026_B9_TJRN_EMPRESAS_CONDENADAS_RESTITUIR_VALORES_CORPO.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1841\BOLETIM_RADIO_TJRN_09_03_2026_B10_TRTRN_ACORDO_CEJUSC_MOSSORO__CABECA.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1841\BOLETIM_RADIO_TJRN_09_03_2026_B10_TRTRN_ACORDO_CEJUSC_MOSSORO__CORPO.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1841\BOLETIM_RADIO_TJRN_09_03_2026_B4_ANULACAO_ATO_POSSE_CONCURSO_CABECA.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1841\BOLETIM_RADIO_TJRN_09_03_2026_B4_ANULACAO_ATO_POSSE_CONCURSO_CORPO.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1841\BOLETIM_RADIO_TJRN_09_03_2026_B8_FURTO_ESTACIONAMENTO_INDENIZACAO_CABECA.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1841\BOLETIM_RADIO_TJRN_09_03_2026_B8_FURTO_ESTACIONAMENTO_INDENIZACAO_CORPO.mp3,09/03/2026,1825,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1841\BOLETIM_RADIO_TJRN_10_03_2026_B1_TJRN_DEFEITO_MAQUINA_VENDAS_PREJUIZO_CABECA.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1841\BOLETIM_RADIO_TJRN_10_03_2026_B1_TJRN_DEFEITO_MAQUINA_VENDAS_PREJUIZO_CORPO.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1842\BOLETIM_RADIO_TJRN_10_03_2026_B2_TJRN_FURTO_ESTACIONAMENTO__CABECA.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1842\BOLETIM_RADIO_TJRN_10_03_2026_B2_TJRN_FURTO_ESTACIONAMENTO__CORPO.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1842\BOLETIM_RADIO_TJRN_10_03_2026_B3_TJRN_PLANO_SAUDE_SENSOR_GLICOSE_CABECA.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1842\BOLETIM_RADIO_TJRN_10_03_2026_B3_TJRN_PLANO_SAUDE_SENSOR_GLICOSE_CORPO.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1842\BOLETIM_RADIO_TJRN_10_03_2026_B4_TJRN_NEGA_BLOQUEIO_VERBAS__CABECA.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1842\BOLETIM_RADIO_TJRN_10_03_2026_B4_TJRN_NEGA_BLOQUEIO_VERBAS__CORPO.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1842\BOLETIM_RADIO_TJRN_10_03_2026_B5_TJRN_COMARCA_SAO_MIGUEL__CABECA.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1842\BOLETIM_RADIO_TJRN_10_03_2026_B5_TJRN_COMARCA_SAO_MIGUEL__CORPO.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1843\BOLETIM_RADIO_TJRN_10_03_2026_B6_TJRN_PARTICIPACAO_ATLETA_CAMPEONATO_CABECA.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1843\BOLETIM_RADIO_TJRN_10_03_2026_B6_TJRN_PARTICIPACAO_ATLETA_CAMPEONATO_CORPO.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1843\BOLETIM_RADIO_TJRN_10_03_2026_B7_TJRN_PARNAMIRIM_ESTAGIO_DIREITO__CABECA.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1843\BOLETIM_RADIO_TJRN_10_03_2026_B7_TJRN_PARNAMIRIM_ESTAGIO_DIREITO__CORPO.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1843\BOLETIM_RADIO_TJRN_10_03_2026_B8_TJRN_EMPRESA_SETOR_INFORMATICA__CABECA.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1843\BOLETIM_RADIO_TJRN_10_03_2026_B8_TJRN_EMPRESA_SETOR_INFORMATICA__CORPO.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1843\BOLETIM_RADIO_TJRN_10_03_2026_B9_TJRN_PRESTADOR_SERVICOS_ACUSADO__CABECA.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1843\BOLETIM_RADIO_TJRN_10_03_2026_B9_TJRN_PRESTADOR_SERVICOS_ACUSADO__CORPO.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1844\BOLETIM_RADIO_TJRN_10_03_2026_B10_TJRN_TERMO_GUIA_UNICA_ARRECADACAO__CABECA.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1844\BOLETIM_RADIO_TJRN_10_03_2026_B10_TJRN_TERMO_GUIA_UNICA_ARRECADACAO__CORPO.mp3,10/03/2026,1826,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1844\BOLETIM_RADIO_TJRN_11_03_2026_B1_TJRN_NEGLIGENCIA_MEDICA_ (1)_CABECA.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1844\BOLETIM_RADIO_TJRN_11_03_2026_B1_TJRN_NEGLIGENCIA_MEDICA_ (1)_CORPO.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1844\BOLETIM_RADIO_TJRN_11_03_2026_B2_TJRN_EMPRESA_ONIBUS_CONDENADA_ (1)_CABECA.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1844\BOLETIM_RADIO_TJRN_11_03_2026_B2_TJRN_EMPRESA_ONIBUS_CONDENADA_ (1)_CORPO.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1844\BOLETIM_RADIO_TJRN_11_03_2026_B3_TJRN_ACUSADO_MATAR_PREFEITO_ (1)_CABECA.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1844\BOLETIM_RADIO_TJRN_11_03_2026_B3_TJRN_ACUSADO_MATAR_PREFEITO_ (1)_CORPO.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1845\BOLETIM_RADIO_TJRN_11_03_2026_B4_TJRN_JUIZADO_VIOLENCIA_DOMESTICA (1)_CABECA.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1845\BOLETIM_RADIO_TJRN_11_03_2026_B4_TJRN_JUIZADO_VIOLENCIA_DOMESTICA (1)_CORPO.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1845\BOLETIM_RADIO_TJRN_11_03_2026_B5_TJRN_LIVRO_IMPACTOS_FEMINICIDIOS_ (1)_CABECA.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1845\BOLETIM_RADIO_TJRN_11_03_2026_B5_TJRN_LIVRO_IMPACTOS_FEMINICIDIOS_ (1)_CORPO.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1845\BOLETIM_RADIO_TJRN_11_03_2026_B6_TRERN_82_ATENDIMENTOS__CABECA.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1845\BOLETIM_RADIO_TJRN_11_03_2026_B6_TRERN_82_ATENDIMENTOS__CORPO.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1845\BOLETIM_RADIO_TJRN_11_03_2026_B8_ESTAGIO_POS_ALEXANDRIA_CABECA.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1845\BOLETIM_RADIO_TJRN_11_03_2026_B8_ESTAGIO_POS_ALEXANDRIA_CORPO.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1846\BOLETIM_RADIO_TJRN_11_03_2026_B10_CRONOGRAMA_OBRAS_CABECA.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1846\BOLETIM_RADIO_TJRN_11_03_2026_B10_CRONOGRAMA_OBRAS_CORPO.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1846\BOLETIM_RADIO_TJRN_11_03_2026_B7_CNJ_TRIBUNAIS_FERRAMENTA_IA__CABECA.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1846\BOLETIM_RADIO_TJRN_11_03_2026_B7_CNJ_TRIBUNAIS_FERRAMENTA_IA__CORPO.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1846\BOLETIM_RADIO_TJRN_11_03_2026_B9_AFASTAMENTO_CURSO_FORMACAO_CABECA.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1846\BOLETIM_RADIO_TJRN_11_03_2026_B9_AFASTAMENTO_CURSO_FORMACAO_CORPO.mp3,11/03/2026,1827,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1846\BOLETIM_RADIO_TJRN_12_03_2026_B1_TJRN_MANTIDA_LEGALIDADE_NOMEACOES__CABECA.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1846\BOLETIM_RADIO_TJRN_12_03_2026_B1_TJRN_MANTIDA_LEGALIDADE_NOMEACOES__CORPO.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1847\BOLETIM_RADIO_TJRN_12_03_2026_B2_TJRN_EMPRESA_BLACK_FRIDAY_CABECA.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1847\BOLETIM_RADIO_TJRN_12_03_2026_B2_TJRN_EMPRESA_BLACK_FRIDAY_CORPO.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1847\BOLETIM_RADIO_TJRN_12_03_2026_B3_TJRN_EDITAL_FORMACAO_MANUTENCAO__CABECA.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1847\BOLETIM_RADIO_TJRN_12_03_2026_B3_TJRN_EDITAL_FORMACAO_MANUTENCAO__CORPO.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1847\BOLETIM_RADIO_TJRN_12_03_2026_B4_TJRN_TOUROS_PROCESSO_SELETIVO__CABECA.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1847\BOLETIM_RADIO_TJRN_12_03_2026_B4_TJRN_TOUROS_PROCESSO_SELETIVO__CORPO.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1847\BOLETIM_RADIO_TJRN_12_03_2026_B5_TJRN_COMITE_GESTOR_PENAS_PECUNIARIAS__CABECA.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1847\BOLETIM_RADIO_TJRN_12_03_2026_B5_TJRN_COMITE_GESTOR_PENAS_PECUNIARIAS__CORPO.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1848\BOLETIM_RADIO_TJRN_12_03_2026_B6_TJRN_CEJUSC_CEARA_MIRIM_ACORDO__CABECA.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1848\BOLETIM_RADIO_TJRN_12_03_2026_B6_TJRN_CEJUSC_CEARA_MIRIM_ACORDO__CORPO.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1848\BOLETIM_RADIO_TJRN_12_03_2026_B7_TJRN_EDITAL_PROJETOS_SOCIAIS__CABECA.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1848\BOLETIM_RADIO_TJRN_12_03_2026_B7_TJRN_EDITAL_PROJETOS_SOCIAIS__CORPO.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1848\BOLETIM_RADIO_TJRN_12_03_2026_B8_TJRN_VARA_ANGICOS_EDITAL__CABECA.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1848\BOLETIM_RADIO_TJRN_12_03_2026_B8_TJRN_VARA_ANGICOS_EDITAL__CORPO.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1848\BOLETIM_RADIO_TJRN_12_03_2026_B9_DPERN_EDITAL_DOACAO_VEICULOS__CABECA.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1848\BOLETIM_RADIO_TJRN_12_03_2026_B9_DPERN_EDITAL_DOACAO_VEICULOS__CORPO.mp3,12/03/2026,1828,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1866\BOLETIM_RADIO_TJRN_04_05_2026_B2_TJRN_JURI_ACUSADO_MATAR_PERSONAL__1782542565_CABECA.mp3,04/05/2026,1862,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1866\BOLETIM_RADIO_TJRN_04_05_2026_B2_TJRN_JURI_ACUSADO_MATAR_PERSONAL__1782542565_CORPO.mp3,04/05/2026,1862,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1871\BOLETIM_RADIO_TJRN_06_05_2026_B3_PENA_REDEFINIDA_TRAFICO_1782542565_CABECA.mp3,06/05/2026,1864,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1871\BOLETIM_RADIO_TJRN_06_05_2026_B3_PENA_REDEFINIDA_TRAFICO_1782542565_CORPO.mp3,06/05/2026,1864,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1888\BOLETIM_RADIO_TJRN_02_06_2026_B2_TJRN_SUSPENDE_EDITAIS__CABECA.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1888\BOLETIM_RADIO_TJRN_02_06_2026_B2_TJRN_SUSPENDE_EDITAIS__CORPO.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1889\BOLETIM_RADIO_TJRN_02_06_2026_B3_TJRN_SAAE_EXTREMOZ_INDENIZAR_CABECA.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1889\BOLETIM_RADIO_TJRN_02_06_2026_B3_TJRN_SAAE_EXTREMOZ_INDENIZAR_CORPO.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1889\BOLETIM_RADIO_TJRN_02_06_2026_B4_TJRN_JULGADO_IMPROCEDENTE_PEDIDO_PAGAMENTO_CABECA.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1889\BOLETIM_RADIO_TJRN_02_06_2026_B4_TJRN_JULGADO_IMPROCEDENTE_PEDIDO_PAGAMENTO_CORPO.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1889\BOLETIM_RADIO_TJRN_02_06_2026_B5_TJRN_MANTIDA_PRISAO_ACUSADO_FACCAO__CABECA.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1889\BOLETIM_RADIO_TJRN_02_06_2026_B5_TJRN_MANTIDA_PRISAO_ACUSADO_FACCAO__CORPO.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1889\BOLETIM_RADIO_TJRN_02_06_2026_B6_TJRN_PENAS_PECUNIARIAS_JUCURUTU__CABECA.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1889\BOLETIM_RADIO_TJRN_02_06_2026_B6_TJRN_PENAS_PECUNIARIAS_JUCURUTU__CORPO.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1890\BOLETIM_RADIO_TJRN_02_06_2026_B10_TJRN_JUIZADO_NATAL_ESTAGIO__CABECA.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1890\BOLETIM_RADIO_TJRN_02_06_2026_B10_TJRN_JUIZADO_NATAL_ESTAGIO__CORPO.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1890\BOLETIM_RADIO_TJRN_02_06_2026_B7_TJRN_JUIZADO_VIOLENCIA_DOMESTICA__CABECA.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1890\BOLETIM_RADIO_TJRN_02_06_2026_B7_TJRN_JUIZADO_VIOLENCIA_DOMESTICA__CORPO.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1890\BOLETIM_RADIO_TJRN_02_06_2026_B8_TJRN_DECISAO_DESCARTA_SUPOSTO_FISHING_CABECA.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1890\BOLETIM_RADIO_TJRN_02_06_2026_B8_TJRN_DECISAO_DESCARTA_SUPOSTO_FISHING_CORPO.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1890\BOLETIM_RADIO_TJRN_02_06_2026_B9_TJRN_DECISAO_REVOGADA_EX_PREFEITO_CABECA.mp3,02/06/2026,1883,conflito_njud_existe
F:\Projetos\DIVISOR\data\processed\JORNAIS_DIVIDIDOS\JORNAIS_DIVIDIDOS\NJUD 1890\BOLETIM_RADIO_TJRN_02_06_2026_B9_TJRN_DECISAO_REVOGADA_EX_PREFEITO_CORPO.mp3,02/06/2026,1883,conflito_njud_existe
